addr1,cat1,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,modifiedtime,sigungucode,archive_picture,lDongRegnCd,lDongSignguCd,usetime,overview,spot_code,parking_fee,cat2,title,past_image_url,past_image,이동_대중교통,이동_자차,활동_산책,동반_아이,동반_반려동물,청결_시설,뷰_야경_경관,휴식_조용함,유명,정보_구성_체험,볼거리_재미
인천광역시 강화군 교동면 읍내리 577,A02,A02010200,2765265,12,2021-11-01,http://tong.visitkorea.or.kr/cms/resource/39/2780239_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2780239_image2_1.jpg,Type3,126.2953056,37.76944906,2024-05-09,1,1,28,710,상시 개방,"교동읍성은 인천광역시 강화군 교동면 화개산 남쪽 아래에 있는 조선시대의 읍성이며, 지형은 북쪽이 높고 남쪽은 낮다. 읍성은 지방행정 관아가 소재한 고을의 방어를 목적으로 축성한 성곽이다. 교동읍성은 교동에 경기수영을 설치한 때인 1629년에 처음 쌓였으며, 그 후 여러 차례에 걸쳐 보수되었다. 교동읍성은 한 도읍 전체를 둘러싸 외부로부터의 침입을 막았으며, 군데군데 문을 내어 바깥과 통하도록 만들어졌다.
성의 둘레는 약 779m이고 동·남·북 쪽 3곳에 성문을 세우고, 세 문 모두 옹성을 설치했었다. 각 문에는 문루가 세워졌는데 동문은 통삼루, 남문은 유량루, 북문은 공북루라 하였다. 이 성안에 삼도수군통어영의 본진이 주둔하기도 했다. 동문과 북문은 어느 때 없어졌는지 확실치 않으며, 남문인 유량루는 1921년에 폭풍우로 무너져 무지개 모양의 홍예문 부분만 남아있던 것을 2018년 복원해서 지금의 모습을 갖추게 되었다. 인근에 함께 둘러볼 만한 곳으로는 교동향교, 교동시장이 있다.",2765265,2,A0201,교동읍성,,0,0,1,1,0,0,0,0,1,0,1,0
인천광역시 강화군 교동면 교동남로 229-49,A02,A02010700,1953948,12,2014-10-06,http://tong.visitkorea.or.kr/cms/resource/97/708197_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/708197_image3_1.jpg,Type3,126.2976775,37.77456795,2024-12-09,1,1,28,710,,"향교는 성현의 위패를 모시고 제사를 지내며, 지방 백성의 교육을 담당하기 위해서 국가에서 세운 지방 교육기관이다. 교동향교는 고려 인종 5년(1127년)에 창건된 한국에서는 가장 오래된 향교이다. 고려 인종 5년(1127)에 화개산 북쪽에 지었으나, 조선 영조 17년(1741)에  현재의 위치로 옮겼으며 1966년에 중수하였다. 
현존하는 건물은 대성전, 동무, 서무, 명륜당 등으로 구성되어 있다. 대성전 안에는 5성과 송조2현 및 우리나라 18현 (최치원, 설총, 조광조, 이황 등)의 위패가 봉안되어 있다. 조선시대에는 국가로부터 전답과 노비, 전적 등을 지급받아 교관이 교생을 가르쳤으나, 현재는 교육적 기능은 없어지고 봄과 가을에 석전을 봉행하고 초하루, 보름에 분향을 올리고 있다.",1953948,0,A0201,교동향교,,0,0,1,1,1,0,1,0,1,1,1,1
인천광역시 중구 제물량로 183,A02,A02010700,1619608,12,2012-04-30,http://tong.visitkorea.or.kr/cms/resource/04/3396404_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/04/3396404_image3_1.JPG,Type3,126.6233172,37.47005914,2025-03-19,10,2,28,110,09:00~18:00,"인천광역시 중구 항동에 있는 인천우체국은 일제강점기 우편 업무를 담당하던 건물이다. 인천우체국은 일제강점기인 1923년 12월 10일 건축됐다. 우편 업무를 담당하기 위한 목적으로 지은 근대식 건물로, 당시 행정 관청 건물 중에서 큰 규모로 만들어졌다. 총면적 1,787㎡, 약 540평으로 웅장한 건물이었다. 건립 당시의 명칭은 인천우편국이었으며, 해방 이후인 1949년 8월에 인천우체국으로 바뀌었다. 인천우체국의 전체적 구조는 벽돌조이지만 바닥은 콘크리트로 시공하였다. 외부 마감은 징두리(건물 안팎 둘레의 밑동 부분)에만 화강암을 2단으로 쌓고, 나머지 윗부분에는 모르타르로서 석조 모양을 표현하였다. 건축될 무렵 유행하던 절충주의 건축양식을 단순화해 지은 것도 특징이다. 입구 양쪽에 큰 기둥 형식의 탑부를 세우고, 그 사이에 주두(기둥 머리를 장식해 공포를 받치는 재료)가 없는 여러 개의 기둥을 받쳤다. 당시 행정 관청 건물은 윗부분에 돔 모양의 탑옥을 올려놓은 것이 일반적이었다. 하지만 이 건물은 돔 모양 탑옥을 생략하는 등 평면과 세부적 외양이 기본 형식에서 약간 벗어나 있다. 6·25전쟁 때 일부가 파손돼 슬래브 지붕을 슬레이트로 보수하는 등 1957년 복구를 마쳤다.

(출처 : 인천투어)",1619608,,A0201,구 인천우체국,https://iharchive.ifac.or.kr/thumb/2022/12/MCMSFIP27534,1,0,1,0,0,0,1,0,0,0,1,1
인천광역시 중구 제물량로218번길 3,A02,A02010700,945420,12,2010-02-05,,,,126.6206396,37.47285322,2024-06-18,10,2,28,110,,"해안동에 있는 구 일본우선(郵船)주식회사 인천지점 건물은 개항 이후 인천의 해운업을 독점했던 일본 운송회사의 사옥이었다. 일본우선(郵船)주식회사는 당시 인천의 해운업을 거의 독점하다시피 했으며 지금도 도쿄에 본사를 두고 해운업을 계속하고 있다. 이 건물은 당시 업무용 건물로서 규모가 큰 편으로 붉은색 지붕에 외벽을 노란색 타일로 처리했다. 이 건물은 지금 남아 있는 우리나라 근대 건축물 중 상당히 오래되었고, 종교시설과 공공시설이 아닌 민간 소유의 건물 중에 원형이 잘 보존되어 있으며 근대문화 유산으로서 보존 가치가 높다. 최근까지도 해운업 관련 회사의 사무실로 이용되었으며 우리나라 해운 산업의 역사를 보여주는 건물로 가치가 있다.",945420,0,A0201,구 일본우선(郵船)주식회사 인천지점,https://iharchive.ifac.or.kr/thumb/2022/12/MCMSII773,1,0,1,0,0,0,0,0,0,0,0,0
인천광역시 남동구 호구포로 203-31,A02,A02010200,1620780,12,2012-05-02,http://tong.visitkorea.or.kr/cms/resource/95/3393695_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/95/3393695_image3_1.JPG,Type3,126.7069004,37.40191576,2025-03-14,4,2,28,200,상시 개방,"인천광역시 남동구에 있는 조선 후기에 축조된 포대로 1982년 3월 2일 인천광역시 유형문화재로 지정되었다. 병인 · 신미양요를 거치면서 경기 연안의 군비 강화 필요성을 절감한 정부가 해안을 통해 들어오는 외세를 사전에 방어하기 위해 어영대장 신정희와 강화유수 이경하에게 명하여 군사시설을 확충토록 함으로써 1879년 (조선 고종 16년) 축조되었다. 축조 당시에는 당시의 지명을 따서 호구 포대라고 명명하였으나 현재는 논현포대라는 이름으로 부르고 있으며, 대포를 올려놓은 대좌인 포좌가 두 개 남아 옛 모습을 전해주고 있다. 인천 연안은 강화의 바닷길을 통해 한양으로 가는 길목이었기 때문에 당시 많은 포대가 있었으나, 현재는 논현포대만 남아있다.",1620780,0,A0201,논현포대,https://iharchive.ifac.or.kr/thumb/2022/12/MCMSFIP20382,1,0,1,1,0,0,1,1,0,0,0,1
인천광역시 연수구 능허대로 109,A02,A02010700,1619170,12,2012-04-30,http://tong.visitkorea.or.kr/cms/resource/66/3352366_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/66/3352366_image3_1.jpeg,Type3,126.6425501,37.42306494,2025-03-18,8,1,28,185,상시 개방,"능허대는 백제 근초고왕 27년(372)부터 웅진으로 도읍을 옮긴, 문주왕 1년(475)까지 사신들이 중국 동진(東晋)을 왕래할 때 출항하던 곳이다. 당시 백제의 정치 상황은 고구려, 신라와 적대관계에 놓여 있었으며, 중국도 남·북조(南·北朝)로 나뉘어 서로 대립하고 있었다. 이러한 상황에서 중국 남조와 교류하고 있던 백제 사신들은 고구려를 거쳐가는 육로를 이용하지 못하고, 이곳 능허대를 통해 산동반도의 등주와 내주에 이르는 뱃길을 이용하였다. 지금은 간척사업으로 아파트와 유원지가 개발되어, 도심 한가운데 자리 잡고 있다. 현재 이곳에는 작은 정자와 연못이 있으며, 연못에는 인공폭포와 분수대가 있다. 

(출처 : 국가유산청)",1619170,0,A0201,능허대지,,0,0,1,0,0,0,0,0,0,0,0,0
인천광역시 미추홀구 인하로 100,A02,A02010700,1617815,12,2012-04-27,http://tong.visitkorea.or.kr/cms/resource/77/3352277_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3352277_image3_1.jpg,Type3,126.6514818,37.45139236,2025-03-17,3,1,28,177,상시 개방,"수준원점이란 우리나라의 국토 높이를 측정하는 기준점으로, 평균 해수면과의 차이를 측량하여 1963년 육지에 설치해 놓은 시설물이다. 강원특별자치도 설악산과 제주도 한라산의 높이를 비교할 수 있는 것은 이 수준원점이 있기 때문이다. 둥근 받침돌 위에 화강석으로 된 육면체의 설치대를 얹고 그 위에 자수정으로 수준원점을 표시하였으며, 아담한 원형 벽돌 건축물이 수준원점을 보호하고 있다. 전국의 수준점을 정할 때 높이 기준이 되는 이 수준원점의 높이는 26.6871m이다.",1617815,0,A0201,대한민국 수준원점,,0,0,1,0,0,0,0,0,0,0,0,0
인천광역시 강화군 강화읍 관청길27번길 10,A02,A02010900,128819,12,2006-03-08,,,,126.4856637,37.74965749,2025-03-14,1,2,28,710,상시 개방,"강화성당은 고요한 (Charies Jone Corfe) 초대주교가 1900년에 축성한 건물로 성베드로와 바우로 성당으로 명명되었다. 당시 건축공사는 궁궐 도편수가 주도하였고 이후 몇 차례 보수가 있었으나 처음 모습이 그대로 보존되고 있다. 성당터는 세상을 구원하는 방주로서의 의미를 분명히 하기 위해 배의 형상을 따랐다. 성당 건물은 장방형(넓이 4칸, 길이 10칸) 중층구조로 전체적인 건축양식은 한국전통양식을 따르고 있으며,  배치와 내부구조는 서양식 바실리카 건축양식을 응용하여 조화의 아름다움과 토착정신을 드러나게 하였다. 성공회 강화성당은 1981년 경기도 지방유형문화유산으로 처음 지정된 이래 강화군이 인천광역시로 편입되면서 인천지방유형 문화유산으로 변경되었다가 2001년 1월에 국가사적으로 변경 지정되었다.",128819,0,A0201,대한성공회 강화성당,https://iharchive.ifac.or.kr/thumb/2022/11/MCMSII997,1,0,1,1,0,0,0,0,1,0,1,0
인천광역시 강화군 내가면 외포리,A02,A02010200,1620590,12,2012-05-02,http://tong.visitkorea.or.kr/cms/resource/18/1579318_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1579318_image3_1.jpg,Type3,126.3745558,37.70100288,2024-12-09,1,1,28,710,,"인천광역시 강화군 내가면 외포리에 있는 조선시대의 돈대이다. 돈대는 해안가나 접경 지역에 쌓은 소규모 관측, 방어시설이다. 강화도는 예부터 해안 방어를 위한 전략적 요충지로 여겨져 왔다. 1679년(숙종 5)에는 병조판서 김석주에게 강화도를 돌아보게 한 뒤에 48개의 돈대를 쌓게 했는데, 망양돈대도 이때 만들어졌다. 망양돈대는 방형 구조로 둘레가 130m, 석벽의 높이는 300~340m, 폭 2.5m이다. 대포를 올리기 위한 포좌 4개소와 치첩(성 위에 낮게 쌓은 담) 40개소가 있고, 윗부분에는 벽돌로 만든 여장(몸을 숨기고 적을 공격하기 위해 성 위에 덧쌓은 낮은 담)의 흔적이 남아있다. 동쪽으로 외포리 항이 있고, 바로 아래에 삼별초항몽유허비가 있다. 남쪽은 급경사로 거의 절벽에 가깝다. 주위에는 남쪽으로 3.2km 떨어진 곳에 건평돈대가 있고, 서쪽으로 1.3km 떨어진 곳에 삼암돈대가 있다.",1620590,0,A0201,망양돈대,,0,0,1,1,0,0,0,0,1,0,1,0
인천광역시 강화군 하점면 망월리 2107번지,A02,A02010200,2765301,12,2021-11-01,http://tong.visitkorea.or.kr/cms/resource/28/3390128_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/28/3390128_image3_1.JPG,Type3,126.3553786,37.74168946,2025-03-14,1,2,28,710,상시 개방,"돈대는 해안가나 접경 지역에 쌓은 소규모 관측·방어시설이다. 병사들이 돈대 안에서 경계근무를 서며 외적의 척후 활동을 비롯한 각종 수상한 정황을 살피고 대처한다. 적이 침략할 때는 돈대 안에 비치된 무기로 방어전을 펼친다. 망월리에 있는 이 돈대는 40∼120㎝의 돌을 직사각형으로 쌓아 올린 것으로, 성곽 위로는 흙벽돌로 낮게 쌓은 담장이 둘러져 있었으나 지금은 그 흔적만 남아 있다. 망월돈대는 1679년(숙종 5)에 쌓은 48 돈대 가운데 하나로 진무영에서 직접 관할하는 영문 소속 돈대였다. 방형구조로 둘레 124m, 석벽의 높이는 180~300㎝이다. 대개 돈대들이 해안가 높은 지대에 위치하는 것과 달리 망월돈대는 갯가 낮은 지대에 설치됐다. 그래도 시야를 가리는 방해물이 없어 경계초소로 부족함이 없다. 남쪽으로 계룡돈대, 북쪽으로 무태돈대가 있다. 돈대와 함께 있는 이 장성은 고려 고종이 이곳 강화도로 도읍을 옮기면서 해안방어를 튼튼히 하기 위해 쌓아 올린 것으로, 누각을 설치한 출입문이 6곳, 물길이 드나드는 문이 7곳 마련되어 있었다.

(출처 : 국가유산청)",2765301,0,A0201,망월돈대 및 장성,,0,0,1,1,0,0,0,0,1,0,1,0
인천광역시 강화군 하점면 창후로,A02,A02010200,1620640,12,2012-05-02,,,,126.3550778,37.77162763,2024-06-14,1,1,28,710,,"인천광역시 강화군 화도면에 있는 무태돈대는 조선시대의 돈대이다. 돈대는 해안가나 접경지역에 쌓은 소규모 관측, 방어시설이다. 강화도는 예부터 해안 방어를 위한 전략적 요충지였다. 1679년(숙종 5) 당시 병조판서 김석주에게 강화도를 돌아보게 한 뒤에 48개의 돈대를 쌓게 했는데, 무태돈대도 이때 만들어졌다. 이 시기에 만들어진 인화돈대, 광암돈대, 귀등돈대, 작성돈대와 함께 무태돈대는 인화보의 관리 아래 감시소와 방어진지로서 역할을 했다. 직사각형 형태인 무태돈대는 둘레 210m 성곽 폭은 2m이며 해안을 향해 포좌 4문을 설치했으나 동쪽과 서쪽의 성벽은 비교적 잘 남아있으나 남쪽 성벽은 하부만 남아있어 최근 새로 상부를 쌓았다.",1620640,,A0201,무태돈대,,0,0,1,1,0,0,0,1,1,0,1,0
인천광역시 강화군 하점면 고려산로61번길 270,A02,A02010800,125532,12,2006-03-02,,,,126.4372848,37.75102592,2024-06-12,1,2,28,710,09:00~18:00,"인천광역시 강화군 고려산 기슭에 위치한 사찰로 416년 고구려 장수왕 때 창건됐다. 전설에 따르면 삼국시대 한 인도의 승려가 절터를 물색하다가 고려산 정상에서 다섯 색의 연꽃이 만발한 연못을 발견하고 이 다섯 색의 연꽃을 꺾어 날린 다음 꽃이 떨어진 자리에 절을 세웠다. 그중 하얀 연꽃이 떨어진 자리에 절을 짓고 이름을 백련사라 했다고 한다. 그 후 확실치는 않으나 조선 순조 6년인 1806년 서산대사의 제6대손 천봉후인 의해당 처활대사의 사리비와 부도탑을 건립했다는 기록이 있다. 1906년 극락전과 삼성각을 중수하고 지금 남아있는 건물로는 극락전, 삼성각, 칠성각, 범종각, 요사 등이 있다. 보물로 지정됐던 백련사 철조아미타여래좌상은 보물로 지정된 그해 도난당했다. 팔만대장경이 한때 이곳에 봉안되었다는 기록이 있다. 경내에 470년과 350년 된 느티나무와 100년 된 은행나무를 보기 위해 많은 이들이 찾는다.",125532,2,A0201,백련사(강화),https://iharchive.ifac.or.kr/thumb/2022/11/MCMSII970,1,0,1,0,0,0,0,0,0,0,0,0
인천광역시 강화군 삼산남로828번길 44 보문사,A02,A02010800,125533,12,2006-03-02,,,,126.3209694,37.68834231,2025-06-17,1,1,28,710,09:00~18:00,"강화도 서쪽 석모도 낙가산에 있는 보문사는 신라시대 635년 회정대사가 금강산에서 수행하던 중 관세음보살을 친견하고 강화도로 내려와 창건하였다고 전해진다. 창건 당시 관세음보살이 상주한다는 산의 이름을 따서 낙가산이라고 하고, 관세음보살의 원력이 광대무변함을 상징하며 보문사라 이름을 짓고 지금에 이르고 있다. 
우리나라에서 관세음보살이 상주한다고 알려진 성스러운 관음성지인 양양 낙산사, 금산 보리암과 함께 우리나라 3대 해상 관음기도 도량 (관음보살을 두고 기도하는 곳)이다. 보문사를 창건한 지 14년 만인 649년 석가모니 부처님과 미륵보살 등 스물두 분의 석상을 바다에서 건져 올려 석굴 법당에 모신 나한전 조성 일화는 유명하며 기도의 영험을 많이 보여 신통굴로 불리기도 한다. 낙가산 중턱 눈썹바위 아래 있는 인천광역시 유형문화재 마애 관세음보살님은 탁 트인 서해를 바라보며 중생들을 살펴주고 있다 하여 많은 불자들이 찾고 있다.",125533,2,A0201,보문사(강화),,0,0,1,1,0,0,0,0,1,0,1,0
